GeneID,Gene,Annotation_New,KEGG_Pathway,KEGG2,KEGG1,D11,L1,L6,L11,D1,D6,2D11,2L1
CwatDRAFT_3988,,hypothetical,,,,7.89,8.36,8.6,7.47,7.69,7.16,8.37,8.45
CwatDRAFT_3990,,"Amino acid ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine",,,,6.44,7.64,7.74,7.31,6.25,5.52,5.97,7.22
CwatDRAFT_3991,,Protein of unknown function UPF0118,,,,7.03,8.23,8.42,8.26,7.56,7.17,7.17,8.31
CwatDRAFT_3992,,Protein of unknown function DUF39,,,,10.17,10.06,9.76,9.97,10.04,8.47,9.13,8.91
CwatDRAFT_3993,,"Helix-turn-helix, AraC type",,,,7.8,6.83,6.86,7.02,7.85,7.15,7.9,6.75
CwatDRAFT_3994,,similar to Uncharacterized membrane protein,,,,9.49,9.09,8.27,7.28,6.82,7.33,8.84,8.79
CwatDRAFT_3996,,hypothetical,,,,6.91,6.87,6.75,6.5,7.2,6.46,6,6.61
CwatDRAFT_3998,,Protein kinase:GUN4-like,,,,8.12,8.5,8.37,9.12,10.63,9.22,8.94,8.33
CwatDRAFT_3999,,hypothetical,,,,4.26,4.23,4.21,3.93,4.03,4.15,4.55,3.91
CwatDRAFT_4003,,hypothetical,,,,4.73,4.78,7.33,6.76,6.24,5.81,4.56,6.3
CwatDRAFT_4004,,Forkhead-associated,,,,4.69,5.08,8.08,7.46,7.04,6.67,4.59,7.7
CwatDRAFT_4005,,Protein kinase,,,,5.61,4.9,4.95,5.44,6.11,4.94,5.08,4.85
CwatDRAFT_4008,,hypothetical,,,,6.45,6.35,6.07,5.9,6.18,6.09,6.01,6.49
CwatDRAFT_4009,,hypothetical,,,,4.4,5.27,4.51,4.09,4.21,4.08,4.53,4.95
CwatDRAFT_4012,,hypothetical,,,,8.37,7.69,6.72,7.59,8.29,8.99,8.59,7.15
CwatDRAFT_4013,,RDD,,,,7.44,6.68,6.05,6.32,7.03,7.77,7.86,6.55
CwatDRAFT_4015,,PAS:GGDEF,,,,4.71,4.95,4.95,4.63,4.31,4.56,4.77,4.88
CwatDRAFT_4017,,hypothetical,,,,10.24,8.88,9.67,8.37,9.17,10.21,10.55,9.02
CwatDRAFT_4019,,hypothetical,,,,8.19,8.84,8.63,9.13,9.67,9.22,7.56,8.53
CwatDRAFT_4020,,Conserved hypothetical 423,,,,6.25,7.33,7.44,6.15,6.34,6.37,6.12,7.9
CwatDRAFT_4022,,similar to Sporulation protein and related proteins,,,,9.22,10.81,11.68,11.05,8.93,8.81,9.05,10.71
CwatDRAFT_4026,,similar to Retron-type reverse transcriptase,,,,12.75,12.45,13,13.11,13.51,13.89,13.77,13.67
CwatDRAFT_4032,,similar to ATPases involved in chromosome partitioning,,,,10.42,10.52,9.49,8.81,8.91,9.69,10.35,10.37
CwatDRAFT_4035,,conserved hypothetical,,,,7,6.86,6.29,5.86,6.49,6.89,7.37,6.56
CwatDRAFT_4036,,"Transketolase, central region:Transketolase, C terminal",,,,11.96,12.21,11.28,10.31,10.27,10.37,10.94,12.04
CwatDRAFT_4045,,hypothetical,,,,11.31,10.33,9.73,9.91,11.12,11.45,10.89,10.08
CwatDRAFT_4048,,GGDEF,,,,4.6,4.4,4.47,4.1,4.25,4.24,4.7,4.21
CwatDRAFT_4049,,GGDEF,,,,6.5,5.76,5.46,5.53,6.38,6.06,6.5,6.05
CwatDRAFT_4051,,ThiamineS,,,,11.75,10.65,9.81,10.29,10.43,12.96,11.56,11.04
CwatDRAFT_4052,,hypothetical,,,,5.87,6.75,6.6,5.95,5.75,8.26,6.72,7.62
CwatDRAFT_4053,,hypothetical,,,,4.94,4.51,4.47,4.28,4.54,4.45,4.96,4.5
CwatDRAFT_4054,,hypothetical,,,,5.59,5.29,5.51,5.25,4.9,6.25,5.62,6.12
CwatDRAFT_4055,,hypothetical,,,,4.93,4.68,4.76,4.74,4.36,4.67,5.13,4.87
CwatDRAFT_4057,,hypothetical,,,,9.93,11.37,11.01,10.04,9.05,9.61,10.66,11.51
CwatDRAFT_4059,,hypothetical,,,,10.59,10.9,10.86,10.86,11.06,9.83,10.08,10.39
CwatDRAFT_4061,,Rhomboid-like protein,,,,11.4,10.75,10.73,10.12,10.49,11.52,11.47,11.2
CwatDRAFT_4062,,hypothetical,,,,10.97,11.49,12.83,12.41,12.87,12.64,11.93,11.76
CwatDRAFT_4065,,hypothetical,,,,4.76,6.06,5.22,4.96,4.63,5.13,4.95,5.81
CwatDRAFT_4068,,hypothetical,,,,5.2,5.13,6.59,11.07,10.76,11.08,6.1,4.87
CwatDRAFT_4069,,conserved hypothetical 8.2 KDA protein,,,,4.57,4.27,4.23,4.89,4.45,4.29,4.67,3.95
CwatDRAFT_4073,,hypothetical,,,,8.15,8.45,7.36,6.99,7.99,9.52,8.86,8.65
CwatDRAFT_4074,,MscS Mechanosensitive ion channel,,,,6.92,5.48,5.86,6.29,6.24,5.75,5.94,4.86
CwatDRAFT_4075,,Alpha/beta hydrolase fold,,,,6.15,6.73,5.94,5.78,6.51,6.31,6.76,7.3
CwatDRAFT_4076,,hypothetical,,,,5.56,6.69,7.02,6.03,5.52,5.49,5.63,6.37
CwatDRAFT_4078,,hypothetical,,,,5.37,6.22,6.21,6.13,6.12,6.49,5.57,7.02
CwatDRAFT_4081,,hypothetical,,,,6.32,5.55,6.66,13.28,14.23,13.33,7.95,5.49
CwatDRAFT_4082,,Carbamoyltransferase,,,,8.85,9.45,9.98,8.89,8.54,7.87,8.74,9.44
CwatDRAFT_4083,,hypothetical,,,,4.79,6.09,6.26,4.93,4.69,4.73,5.21,6.58
CwatDRAFT_4084,,conserved hypothetical,,,,3.83,4.61,4.89,4.15,4.21,3.99,4.83,4.87
CwatDRAFT_4085,,Conserved hypothetical 1784,,,,4.58,5.52,6.36,5.61,6.01,6.6,5,6.51
CwatDRAFT_4091,,hypothetical,,,,4.41,4.28,4.45,4.63,5.99,6.11,4.98,4.44
CwatDRAFT_4092,,similar to Methylase involved in ubiquinone/menaquinone biosynthesis,,,,4.83,4.68,4.84,5.45,7.37,7.32,5.81,4.38
CwatDRAFT_4093,,hypothetical,,,,9.57,8.49,8.49,8.67,10.16,10.39,10.07,8.15
CwatDRAFT_4094,,similar to Methylase involved in ubiquinone/menaquinone biosynthesis,,,,5.62,6.5,6.7,6.07,5.22,5.5,5.74,6.49
CwatDRAFT_4095,,Peroxidase,,,,9.03,7.48,8.74,10.1,9.41,13.54,8.5,7.55
CwatDRAFT_4097,,Alpha/beta hydrolase fold,,,,9.27,9.79,11.33,8.97,8.29,8.25,8.28,9.24
CwatDRAFT_4098,,hypothetical,,,,5.66,7.88,7.56,5.42,4.57,4.65,5.4,7.17
CwatDRAFT_4099,,putative acyltransferase,,,,4.79,5.59,5.32,4.72,4.49,4.52,5.08,5.68
CwatDRAFT_4102,,hypothetical,,,,4.24,4.5,4.79,4.32,4.67,5.61,4.42,5.06
CwatDRAFT_4103,,hypothetical,,,,4.75,5.19,5.13,4.71,5.09,4.59,4.87,5.29
CwatDRAFT_4105,,NHL repeat,,,,9.91,9.77,10.16,14.79,14.42,11.38,9.79,8.95
CwatDRAFT_4106,,hypothetical,,,,4.21,4.31,4.34,4.85,4.45,4.98,4.67,3.94
CwatDRAFT_4111,,Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase,,,,12.24,11.33,10.31,9.83,9.63,10.75,11.9,11.16
CwatDRAFT_4113,,similar to Uncharacterized small conserved protein,,,,7.26,7.3,6.28,6.23,5.73,7.18,7.48,7.38
CwatDRAFT_4115,,Protein of unknown function DUF193,,,,8.06,7.24,6.65,6.36,6.32,7.13,7.37,6.91
CwatDRAFT_4116,,K+ transporter Trk,,,,6.78,5.96,5.08,4.83,5.23,5.38,5.95,6.1
CwatDRAFT_4117,,TrkA-N,,,,7.42,6.75,6.76,6.16,7.4,6.91,7.18,6.78
CwatDRAFT_4126,,hypothetical,,,,7.68,7.04,7.2,7.49,7.74,6.99,7.5,6.35
CwatDRAFT_4127,,hypothetical,,,,11.51,11.3,10.8,8.97,8.18,9.7,12.08,11.95
CwatDRAFT_4129,,"Peptidase S8 and S53, subtilisin, kexin, sedolisin",,,,8.75,8.57,8.51,8.9,9.54,8.98,8.73,8.49
CwatDRAFT_4133,,hypothetical,,,,7.53,7.69,7.98,8.21,7.69,7.36,6.89,7.23
CwatDRAFT_4136,,hypothetical,,,,6.22,4.92,4.73,4.48,6.37,8.98,5.91,4.84
CwatDRAFT_4137,,Metallophosphoesterase,,,,8.94,7.99,6.85,7.35,7.37,7.68,8.2,7.67
CwatDRAFT_4138,,hypothetical,,,,6.21,5.01,5.35,5.81,6.25,5.97,6.16,4.96
CwatDRAFT_4139,,hypothetical,,,,5.81,5.24,5.2,5.62,6.59,5.98,6.31,5.23
CwatDRAFT_4143,,Conserved hypothetical 91,,,,9.47,7.66,7.49,8.15,8.82,9.97,9.24,7.67
CwatDRAFT_4144,,hypothetical,,,,4.55,4.53,4.62,4.48,4.35,4.77,4.9,4.27
CwatDRAFT_4145,,Cyclic nucleotide-binding:Sulfate transporter/antisigma-factor antagonist STAS,,,,4.62,4.35,4.54,4.25,4.22,4.41,4.62,4.05
CwatDRAFT_4147,,Protein of unknown function DUF820,,,,5.35,5.94,7.04,10.21,8.8,8.59,5.95,6.13
CwatDRAFT_4150,,Oxidoreductase alpha (molybdopterin) subunit,,,,8.78,7.98,8.57,9.03,10.37,8.3,7.87,7.52
CwatDRAFT_4151,,similar to Spore germination protein,,,,11.73,12.87,12.93,11.45,10.38,10.54,12.26,13.06
CwatDRAFT_4152,,hypothetical,,,,10.22,11.35,11.84,10.62,9.21,8.9,9.54,10.89
CwatDRAFT_4154,,hypothetical,,,,5.28,5.2,5.35,5.45,5.01,4.96,5.13,5.5
CwatDRAFT_4159,,hypothetical,,,,9.19,10.36,9.96,8.74,7.33,7.63,8.67,10.34
CwatDRAFT_4165,,hypothetical,,,,5.05,5.95,7.65,7.59,6.7,5.88,5.57,6.34
CwatDRAFT_4171,,Protein of unknown function DUF820,,,,8.35,9.63,7.87,6.31,5.92,6.66,8.21,9.58
CwatDRAFT_4173,,Metallophosphoesterase,,,,7.23,8.61,8.45,11.12,9.98,6.96,7,8.14
CwatDRAFT_4179,,Protein of unknown function DUF1092,,,,10.97,10.67,10.53,10.14,11.08,10.28,10.55,10.27
CwatDRAFT_4185,,hypothetical,,,,6.24,7.7,7.58,6.26,5.41,6.52,7.3,7.7
CwatDRAFT_4188,,"Mo-dependent nitrogenase, C-terminal",,,,10.37,10.09,9.52,10.39,11.85,10.64,9.98,10.22
CwatDRAFT_4190,,hypothetical,,,,5.25,4.75,4.59,4.48,4.73,4.49,4.83,4.53
CwatDRAFT_4193,,hypothetical,,,,8.77,9.3,9.19,9.69,9.94,10.39,9.22,9.49
CwatDRAFT_4195,,hypothetical,,,,4.2,4.28,4.09,4.13,4.2,4.1,4.51,4.05
CwatDRAFT_4196,,hypothetical,,,,4.74,4.5,4.51,4.5,4.69,4.54,4.99,4.67
CwatDRAFT_4197,,hypothetical,,,,4.58,4.73,4.82,4.74,4.32,4.32,5.01,4.6
CwatDRAFT_4201,,hypothetical,,,,6.02,5.81,4.95,5.61,5.43,6.78,6.16,6.45
CwatDRAFT_4202,,Secretion protein HlyD,,,,7.75,8.16,8.61,8.58,8.67,7.69,6.98,7.61
CwatDRAFT_4205,,hypothetical,,,,4.41,4.49,4.25,4.15,4.46,4.31,4.86,4.31
CwatDRAFT_4209,,Pentapeptide repeat,,,,8.78,8.25,6.59,6.15,5.88,7.81,8.91,7.97
CwatDRAFT_4213,,"Glycosyl transferase, group 1",,,,5.6,5.95,6.15,6.46,5.72,6.07,5.5,6.03
CwatDRAFT_4214,,HEAT:PBS lyase HEAT-like repeat,,,,8.95,9.37,9.75,9.87,9.52,8.57,8.25,8.49
CwatDRAFT_4215,,hypothetical,,,,8.32,9.07,9.03,8.03,7.51,8.51,8.25,9.45
CwatDRAFT_4216,,similar to Nucleoside-diphosphate-sugar epimerases,,,,8.72,9.68,9.43,7.8,6.46,7.26,8.88,9.55
CwatDRAFT_4217,,Pentapeptide repeat,,,,10.65,10.65,10.67,9.98,9.7,10.31,11.1,11.15
CwatDRAFT_4219,,hypothetical,,,,10.59,10.58,10.63,10.17,10.21,11.26,12.48,11.87
CwatDRAFT_4220,,S-layer homology region,,,,11.07,11.52,14.36,14.82,13.93,11.77,10.24,10.99
CwatDRAFT_4222,,Protein of unknown function DUF309,,,,10.07,11.36,9.78,7.68,7.42,7.84,10.33,11.53
CwatDRAFT_4223,,hypothetical,,,,4.63,4.6,4.34,4.04,4.05,4.16,4.81,4.04
CwatDRAFT_4224,,Helix-turn-helix motif,,,,5.26,6.32,7.17,6.87,7,6.55,5.59,7.33
CwatDRAFT_4225,,hypothetical,,,,4.07,4.41,4.27,4.17,4.27,4.34,5.01,4.38
CwatDRAFT_4226,,similar to ABC-type branched-chain amino acid transport systems periplasmic component,,,,4.64,4.26,4.28,3.93,3.99,4.19,4.87,3.85
CwatDRAFT_4227,,hypothetical,,,,4.75,4.71,4.38,4.09,4.48,4.37,4.81,4.25
CwatDRAFT_4228,,hypothetical,,,,11.54,11.75,11.19,11.26,11.41,12.08,11.16,11.28
CwatDRAFT_4231,,Protein of unknown function DUF541,,,,8.01,8.77,9.98,9.73,9.45,9.25,7.97,8.33
CwatDRAFT_4233,,hypothetical,,,,9.3,9.2,9.4,10.73,13.01,11.92,8.4,8.93
CwatDRAFT_4234,,"Proteinase inhibitor I4, serpin",,,,7.56,6.53,7.28,12.2,12.31,12.49,7.57,6.66
CwatDRAFT_4235,,PAS,,,,5.02,4.78,5.1,5.47,5.58,5.61,5.06,5.06
CwatDRAFT_4237,,hypothetical,,,,6.39,5.66,6.17,10.28,11.24,10.51,6.33,5.44
CwatDRAFT_4238,,Protein of unknown function DUF1001,,,,9.34,8.59,8.13,8.2,9.95,9.87,9.77,9.49
CwatDRAFT_4243,,Protein of unknown function UPF0150,,,,8.39,7.41,6.62,7.24,9.08,8.11,7.36,6.42
CwatDRAFT_4247,,L-lactate dehydrogenase (cytochrome),,,,12.67,12.26,11.4,10.57,10.24,11.06,11.75,11.69
CwatDRAFT_4249,,hypothetical,,,,8.98,7.94,6.62,6.67,5.76,6.95,7.74,7.24
CwatDRAFT_4251,,hypothetical,,,,9.67,9.12,10.18,12.48,11.15,9.19,8.59,8.22
CwatDRAFT_4253,,Phosphoglucomutase/phosphomannomutase C terminal:Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain I:Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain II:Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain III,,,,9.24,10.6,10.99,10.95,11.1,9.89,9.85,10.83
CwatDRAFT_4254,,Small GTP-binding protein domain:GTP-binding,,,,13.2,13.45,12.82,12.76,12.14,12.14,12.87,13
CwatDRAFT_4255,,hypothetical,,,,4.63,4.68,4.5,4.19,4.18,4.51,4.97,4.49
CwatDRAFT_4256,,hypothetical,,,,5.48,6.82,6.48,6.09,6.77,6.68,5.99,6.8
CwatDRAFT_4257,,hypothetical,,,,5.71,6.81,6.51,6.31,6.57,6.65,6.18,7.03
CwatDRAFT_4258,,"Hemolysin-type calcium-binding region:Peptidase M10A and M12B, matrixin and adamalysin",,,,6.24,5.78,6.77,12.62,13.36,11.35,6.49,5.59
CwatDRAFT_4262,,hypothetical,,,,4.56,4.42,4.25,3.98,3.94,4.1,4.58,3.97
CwatDRAFT_4263,,hypothetical,,,,4.99,4.53,4.45,4.31,4.72,4.25,4.69,4.37
CwatDRAFT_4264,,"Transposase, IS4",,,,8.85,9.23,9.05,9.59,9.89,10.61,9.55,9.79
CwatDRAFT_4268,,Protein of unknown function DUF147,,,,12.9,11.53,10.8,10.87,11.43,12.38,12.74,11.7
CwatDRAFT_4271,,hypothetical,,,,5.36,5.98,4.87,5.32,5.62,5.06,5.45,6.25
CwatDRAFT_4274,,Protein of unknown function DUF820,,,,5.03,7.02,6.94,6.38,4.99,4.79,5.01,6.43
CwatDRAFT_4275,,Molybdenum cofactor biosynthesis protein,,,,8.19,8.91,8.55,7.86,6.81,6.59,7.98,8.64
CwatDRAFT_4276,,Protein of unknown function DUF336,,,,10.6,10.57,9.15,8.23,8.01,9.04,10.25,10.65
CwatDRAFT_4277,,hypothetical,,,,6.51,6.55,5.27,5.44,5.07,5.74,5.41,6.26
CwatDRAFT_4278,,Cobalamin synthesis protein/P47K:Cobalamin synthesis protein/P47K,,,,6.03,7.11,6.21,6.02,5.24,6.58,6.2,6.97
CwatDRAFT_4279,,hypothetical,,,,5.18,5.06,4.6,4.65,4.63,4.42,4.98,5.16
CwatDRAFT_4281,,hypothetical,,,,7.52,8.27,8.25,10.89,11.02,9.91,7.55,7.72
CwatDRAFT_4284,,Transcriptional regulator PadR-like,,,,5.47,4.79,4.67,4.6,5.29,5,5.05,4.61
CwatDRAFT_4286,,conserved hypothetical,,,,10.13,10.91,10.78,11.54,11.45,12.32,9.96,11.09
CwatDRAFT_4291,,"Flavodoxin, long chain",,,,11.14,8.71,7.69,9,11.72,12.91,10.88,8.04
CwatDRAFT_4292,,Protein of unknown function DUF124,,,,9.98,9.17,8.69,9.08,10.23,10.58,9.81,8.6
CwatDRAFT_4295,,hypothetical,,,,7.55,7.56,7.7,8.39,8.53,7.79,6.66,7.09
CwatDRAFT_4299,,Rhodanese-like,,,,4.58,4.39,4.31,5.01,5.39,6.23,4.6,4.34
CwatDRAFT_4302,,"von Willebrand factor, type A",,,,10.1,9.79,10.08,10.53,10.82,9.84,10.43,9.95
CwatDRAFT_4311,,hypothetical,,,,8.47,8.12,7.29,6.67,6.83,6.49,8.72,8.05
CwatDRAFT_4312,,hypothetical,,,,4.47,4.31,4.24,4.36,4.58,4.27,4.61,4.16
CwatDRAFT_4313,,hypothetical,,,,4.72,4.56,4.29,3.96,4.32,4.28,4.9,3.93
CwatDRAFT_4316,,hypothetical,,,,6.01,6.34,6.42,6.89,6.91,7.27,5.77,6.17
CwatDRAFT_4320,,hypothetical,,,,5.64,5.02,5.09,5.59,5.83,4.88,5.07,4.98
CwatDRAFT_4321,,Protein of unknown function DUF37,,,,7.04,7.62,7.28,8.13,9.98,7.63,5.98,7.2
CwatDRAFT_4322,,similar to ABC-type branched-chain amino acid transport systems periplasmic component,,,,13.1,13.18,13.09,12.4,11.67,11.46,12.1,12.48
CwatDRAFT_4324,,hypothetical,,,,8.75,8.8,8.82,8.14,7.36,7.72,7.87,8.53
CwatDRAFT_4326,,Protein of unknown function DUF86,,,,4.42,4.42,4.39,4.05,4,4.66,5.01,4.68
CwatDRAFT_4327,,hypothetical,,,,5.41,5.26,4.91,5.57,6.21,5.97,5.42,5.27
CwatDRAFT_4328,,hypothetical,,,,6.85,5.92,5.87,7.02,7.34,6.84,6.7,6.17
CwatDRAFT_4329,,hypothetical,,,,4.91,4.31,4.44,4.44,4.55,4.55,4.58,4.1
CwatDRAFT_4330,,hypothetical,,,,11.79,10.19,10.22,11.05,12.69,12.68,12.39,10.63
CwatDRAFT_4334,,"4-vinyl reductase, 4VR",,,,4.99,4.57,4.59,4.55,4.42,4.29,4.71,4.5
CwatDRAFT_4335,,Ferredoxin,,,,4.48,4.8,5.12,5.19,4.51,4.18,4.59,4.6
CwatDRAFT_4336,,hypothetical,,,,4.44,5.41,6.07,5.83,4.6,4.82,5.06,5.82
CwatDRAFT_4339,,TPR repeat:TPR repeat,,,,4.65,4.47,4.37,4.12,4.03,4.1,4.56,4.1
CwatDRAFT_4341,,"Aminotransferase, class IV",,,,9.41,9.05,9.27,8.96,9.52,9.71,10.33,9.41
CwatDRAFT_4343,,hypothetical,,,,7.4,5.81,5.31,6.34,6.34,5.96,5.94,5.81
CwatDRAFT_4347,,hypothetical,,,,4.71,4.37,4.69,4.38,4.38,4.45,4.84,4.11
CwatDRAFT_4358,,hypothetical,,,,14.13,13.24,13.38,13.32,14.3,14.34,14.56,13.6
CwatDRAFT_4359,,TrkA-N:Sodium/hydrogen exchanger,,,,13.15,13.05,13.2,12.76,11.61,11.24,11.91,12.06
CwatDRAFT_4360,,Protein of unknown function DUF427,,,,8.34,8.33,8.35,7.45,5.66,6.17,7,7.92
CwatDRAFT_4364,,Ion transport protein:Ion transport protein,,,,4.79,4.98,5.33,5.43,4.96,5.36,5.11,5.18
CwatDRAFT_4365,,hypothetical,,,,4.58,4.6,4.65,4.49,4.16,4.37,4.72,4.21
CwatDRAFT_4371,,hypothetical,,,,6.31,7.45,7.38,7.79,7.31,6.59,6.1,6.9
CwatDRAFT_4372,,hypothetical,,,,4.98,5.97,6.91,6.76,5.62,5.76,5.66,6.22
CwatDRAFT_4374,,hypothetical,,,,5.16,6.15,6.13,5.22,4.7,5.21,5.34,6
CwatDRAFT_4376,,hypothetical,,,,5.01,6.71,6.72,6.79,6.64,6.71,5.27,6.97
CwatDRAFT_4377,,Protein of unknown function UPF0150,,,,4.82,6.11,6.11,6.11,5.97,6.53,5.4,6.99
CwatDRAFT_4379,,hypothetical,,,,4.42,5.55,6.11,5.3,6.4,6.74,4.7,5.35
CwatDRAFT_4384,,S-layer homology region,,,,8.62,9.21,10.6,11.25,12.22,10.1,8.91,9.03
CwatDRAFT_4387,,hypothetical,,,,4.97,6.31,5.6,5.22,5.17,5.6,5.46,6.11
CwatDRAFT_4390,,hypothetical,,,,6.52,8.29,7.38,6.69,6.68,7.93,8.34,9.54
CwatDRAFT_4394,,TPR repeat:TPR repeat,,,,13.09,13.95,14.08,13.72,12.95,12.01,12.54,13.38
CwatDRAFT_4395,,hypothetical,,,,8.65,8.73,8.82,7.95,6.18,7.32,8.76,9.53
CwatDRAFT_4400,,hypothetical,,,,10.96,10.69,10.52,9.21,9.85,9.46,11.16,10.46
CwatDRAFT_4401,,"Peptidase S9, prolyl oligopeptidase active site region",,,,8.45,8.82,8.41,8.37,6.51,6.73,7.69,8.34
CwatDRAFT_4402,,Protein of unknown function UPF0118,,,,8.75,8.55,8.51,8.27,6.49,6.95,8.17,8.67
CwatDRAFT_4405,,hypothetical,,,,7.87,6.74,6.07,7.01,8.12,7.05,7.65,7.01
CwatDRAFT_4411,,hypothetical,,,,6.93,7.15,8.29,7.6,8.16,7.34,6.08,6.54
CwatDRAFT_4418,,hypothetical,,,,5.62,6.55,7.3,7.22,8.07,7.17,6.02,7
CwatDRAFT_4420,,Protein of unknown function DUF87,,,,6.02,6.52,6.11,6.87,6.91,7.1,6.1,6.25
CwatDRAFT_4424,,"ATP-binding region, ATPase-like:Histidine kinase A, N-terminal",,,,5.28,4.79,5.02,5.39,5.49,5.78,5.51,4.85
CwatDRAFT_4425,,ABC-1,,,,7.32,6.16,6.19,5.99,6.28,6.32,6.7,6.38
CwatDRAFT_4426,,hypothetical,,,,6.01,6.88,6.35,5.54,5.31,5.55,6.02,6.81
CwatDRAFT_4428,,HEAT:PBS lyase HEAT-like repeat,,,,11.67,11.59,10.9,10.14,9.78,10,11.25,10.91
CwatDRAFT_4429,,hypothetical,,,,5.16,5.73,6.19,5.67,5.17,5.98,5.21,6.9
CwatDRAFT_4432,,hypothetical,,,,4.77,4.43,4.24,4.16,4.67,4.29,4.71,4.3
CwatDRAFT_4434,,"Transposase, IS4",,,,6.53,7.22,7.27,7.8,8.24,8.35,6.36,7.47
CwatDRAFT_4436,,hypothetical,,,,5.75,4.94,4.82,5.27,5.37,5,4.87,4.39
CwatDRAFT_4438,,Alpha/beta hydrolase fold,,,,10.65,9.37,9.18,8.75,9.45,8.75,9.51,8.59
CwatDRAFT_4440,,hypothetical,,,,10.83,9.22,8.51,9.01,11.39,10.45,11.56,9.02
CwatDRAFT_4446,,Protein of unknown function DUF820,,,,11.4,11.37,11.58,11.99,11.76,12.32,11.23,11.53
CwatDRAFT_4452,,hypothetical,,,,11.17,11.27,11.97,11.7,12.1,12.08,11.76,11.51
CwatDRAFT_4454,,hypothetical,,,,12.82,12.25,12.42,11.58,10.92,10.84,12.01,12.09
CwatDRAFT_4459,,hypothetical,,,,4.43,4.29,4.28,3.88,4.03,4.14,4.95,3.85
CwatDRAFT_4461,,Small GTP-binding protein domain,,,,7.59,6.11,7.33,7.6,7.74,7.67,7.84,5.78
CwatDRAFT_4463,,hypothetical,,,,6.49,7.47,7.11,8.08,7.75,5.75,6.11,6.84
CwatDRAFT_4464,,hypothetical,,,,4.51,4.55,4.23,3.97,4.14,4.25,4.76,4.28
CwatDRAFT_4465,,hypothetical,,,,4.68,5.09,4.75,4.62,4.73,5.42,5.18,5.23
CwatDRAFT_4466,,hypothetical,,,,8.77,9.39,8.99,8.47,9.07,9.78,9.33,9.49
CwatDRAFT_4469,,similar to NTPase (NACHT family),,,,4.93,4.29,4.3,3.95,4.12,4.27,4.5,3.97
CwatDRAFT_4471,,hypothetical,,,,7.08,5.43,5.17,5.68,6.36,6.43,6.79,5.57
CwatDRAFT_4473,,hypothetical,,,,6.16,5.82,5.59,5.93,6.81,5.53,5.38,5.23
CwatDRAFT_4477,,Protein of unknown function DUF433,,,,6.36,6.68,6.33,6,6.5,6.82,6.14,6.49
CwatDRAFT_4478,,hypothetical,,,,7.14,7.1,6.59,6.49,7.17,7.14,6.73,6.76
CwatDRAFT_4481,,hypothetical,,,,5.5,6.7,5.09,4.28,4.05,4.51,5.93,6.41
CwatDRAFT_4482,,similar to Probable taurine catabolism dioxygenase,,,,8.65,10.24,9.65,9.09,8.74,9.17,10.35,10.97
CwatDRAFT_4483,,hypothetical,,,,6.53,6.63,7.02,6.38,6.27,6,6.06,6.48
CwatDRAFT_4484,,conserved hypothetical,,,,4.42,4.51,4.28,4.14,4.33,4.36,4.43,4.19
CwatDRAFT_4489,,hypothetical,,,,10.59,9.63,8.31,9.17,10.57,11.3,11.03,9.58
CwatDRAFT_4491,,"Insulinase-like:Peptidase M16, C-terminal",,,,13.4,12.67,13.05,12.8,13.42,12.73,13.09,11.73
CwatDRAFT_4492,,hypothetical,,,,4.6,4.4,4.14,3.99,4.09,4.23,4.88,3.97
CwatDRAFT_4497,,hypothetical,,,,4.39,4.46,4.49,4.4,4.44,4.31,4.92,4.2
CwatDRAFT_4498,,Cadherin,,,,9.05,8.85,8.37,8.34,7.89,8.47,9.23,8.83
CwatDRAFT_4499,,Copper-translocating P-type ATPase:Heavy metal translocating P-type ATPase,,,,8.58,7.98,8.66,10.54,11.98,10.36,8.71,7.54
CwatDRAFT_4500,,Protein of unknown function UPF0150,,,,5.83,5.18,5.04,5.43,6.88,6.09,5.85,5.28
CwatDRAFT_4503,,hypothetical,,,,4.86,5.97,6.51,5.98,5.3,5.3,5.36,6.08
CwatDRAFT_4505,,hypothetical,,,,4.6,4.83,5.15,4.64,4.02,4.22,4.78,4.56
CwatDRAFT_4506,,hypothetical,,,,4.23,4.49,4.58,4.41,4.11,4.24,4.74,4.31
CwatDRAFT_4507,,Protein of unknown function DUF820,,,,5.43,5.97,5.89,6.18,6.63,6.11,5.67,6.24
CwatDRAFT_4509,,similar to Uncharacterized protein conserved in bacteria,,,,8.11,7.33,7.51,7.82,7.89,6.46,7.72,6.53
CwatDRAFT_4510,,hypothetical,,,,5.24,4.96,6.48,5.44,5.61,6.15,5.73,6.89
CwatDRAFT_4511,,hypothetical,,,,4.23,4.38,4.75,4.25,4.23,4.31,4.84,4.69
CwatDRAFT_4512,,Conserved hypothetical 488,,,,4.88,4.94,4.47,4.12,4.34,4.57,5.07,4.99
CwatDRAFT_4516,,hypothetical,,,,6.42,5.31,4.97,4.95,5.44,5.5,5.73,5.63
CwatDRAFT_4519,,similar to Glycosyltransferase,,,,4.09,4.15,4.3,4.1,4.26,4.14,4.64,4.04
